2016-03-24 16:46:36.290	INFO	start ArmWeightBlooming1
2016-03-24 16:46:36.645	DEBUG	F
2016-03-24 16:46:37.798	DEBUG	F
2016-03-24 16:46:38.814	DEBUG	F
2016-03-24 16:46:39.828	DEBUG	F
2016-03-24 16:46:40.840	DEBUG	F
2016-03-24 16:46:41.855	DEBUG	F
2016-03-24 16:46:42.867	DEBUG	F
2016-03-24 16:46:43.882	DEBUG	F
2016-03-24 16:46:44.896	DEBUG	F
2016-03-24 16:46:45.363	INFO	close ArmWeightBlooming1
2016-03-24 16:48:28.988	INFO	start ArmWeightBlooming1
2016-03-24 16:48:29.762	ERROR	ff'1603242','1603241','1603232'
2016-03-24 16:48:46.638	INFO	close ArmWeightBlooming1
2016-03-24 16:52:13.504	INFO	start ArmWeightBlooming1
2016-03-24 16:52:13.833	ERROR	ff'1603242','1603241','1603232'
2016-03-24 16:52:20.577	INFO	close ArmWeightBlooming1
