2016-03-18 14:13:14.966	ERROR	d0----	
2016-03-18 14:13:15.268	WARN	заготовка не выбрана	weight -> 0,222
2016-03-18 14:13:15.971	ERROR	d0----	
2016-03-18 14:13:19.468	INFO	start ArmWeightBlooming1
2016-03-18 14:13:19.735	ERROR	d0----	
2016-03-18 14:13:20.778	ERROR	d0----	
2016-03-18 14:13:21.784	ERROR	d0----	
2016-03-18 14:13:22.788	ERROR	d0----	
2016-03-18 14:13:23.545	WARN	заготовка не выбрана	weight -> 6,542
2016-03-18 14:13:23.794	ERROR	d0----	
2016-03-18 14:13:24.803	ERROR	d0----	
2016-03-18 14:13:25.810	ERROR	d0----	
2016-03-18 14:13:26.815	ERROR	d0----	
2016-03-18 14:13:27.823	ERROR	d0----	
2016-03-18 14:13:28.831	ERROR	d0----	
2016-03-18 14:13:29.838	ERROR	d0----	
2016-03-18 14:13:30.745	WARN	заготовка не выбрана	weight -> 6,595
2016-03-18 14:13:30.844	ERROR	d0----	
2016-03-18 14:13:31.853	ERROR	d0----	
2016-03-18 14:13:32.860	ERROR	d0----	
2016-03-18 14:13:33.865	ERROR	d0----	
2016-03-18 14:13:34.869	ERROR	d0----	
2016-03-18 14:13:35.879	ERROR	d0----	
2016-03-18 14:13:36.889	ERROR	d0----	
2016-03-18 14:13:37.893	ERROR	d0----	
2016-03-18 14:13:37.966	WARN	заготовка не выбрана	weight -> 8,378
2016-03-18 14:13:38.897	ERROR	d0----	
2016-03-18 14:13:39.899	ERROR	d0----	
2016-03-18 14:13:40.903	ERROR	d0----	
2016-03-18 14:13:41.907	ERROR	d0----	
2016-03-18 14:13:42.911	ERROR	d0----	
2016-03-18 14:13:43.916	ERROR	d0----	
2016-03-18 14:13:44.923	ERROR	d0----	
2016-03-18 14:13:45.929	ERROR	d0----	180316201210
2016-03-18 14:13:47.019	ERROR	d0----	
2016-03-18 14:13:48.027	ERROR	d0----	
2016-03-18 14:13:49.032	ERROR	d0----	
2016-03-18 14:13:50.039	ERROR	d0----	
2016-03-18 14:13:51.047	ERROR	d0----	180316201211
2016-03-18 14:13:52.123	ERROR	d0----	
2016-03-18 14:13:53.128	ERROR	d0----	
2016-03-18 14:13:54.132	ERROR	d0----	
2016-03-18 14:13:55.139	ERROR	d0----	180316201212
2016-03-18 14:13:56.210	ERROR	d0----	
